Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Cambodia,KHM,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19514316431.9046,20995706332.9162,22469088082.5218,23389954628.535,15248229812.5239,16758333509.9746,17746657168.3198,18457698475.2402,19321820012.7613,21776730888.1785,23953005981.2005,25723063815.3573,27334632491.0909,30145638982.9605,32996721516.8066,37386385535.0717,41477712320.6486,45790754857.6479,49214239315.3323,51219610560.8403,53819988410.352,57741666976.1537,62159052652.6501,67043200062.8067,72406871106.3382,77625259450.4716,83761925237.7963,90525733498.0315,98470474432.232,106286026886.488,102506791315.638,105674090069.142,111067028703.109,116576027285.417
Cambodia,KHM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Total greenhouse gas emissions including LULUCF (Mt CO2e),EN.GHG.ALL.LU.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.2091,94.9198,95.1071,97.0702,96.6706,98.8495,100.3768,101.4668,102.2135,103.6313,104.1565,105.4566,105.1262,104.9699,91.7312,93.3737,79.8835,81.7954,82.6516,86.1659,86.9031,..,..,..
Cameroon,CMR,Population growth (annual %),SP.POP.GROW,..,1.54289373952713,1.8784444358221,2.18629076316111,2.20462617661087,2.24115803546964,2.29795622451281,2.37044677699534,2.45476720894829,2.54014580050417,2.61269347996024,2.67129721195789,2.71716807278259,2.75002022124569,2.77564862932945,2.79013566445775,2.67893181696247,2.57949898686854,2.72555142397973,2.802621746583,3.2545885640674,3.51083540023575,2.3794941171167,2.04697163001176,2.77893109991594,2.98046556911309,3.0131521301888,3.0388087095108,2.9848646701323,2.93068932075988,2.94699987458872,2.91649859858171,2.86561545097735,2.84736268467474,2.8078428743676,2.74525060356896,2.69148816728723,2.65155206464138,2.64804169057659,2.65296340314705,2.63276307164066,2.62643255915311,2.68124815756453,2.72747133462562,2.74741504067453,2.75573848394242,2.74855128044116,2.80627824632764,2.86258453269924,2.86539222671372,2.85766146651935,2.82842297078772,2.8130471843416,2.80909371019789,3.02592195035823,3.13934346036401,2.98933225067819,2.83499798189177,2.77030987519388,2.78164441246944,2.7244863481235,2.65496076580698,2.62905090961273,2.64245336134821
Cameroon,CMR,"Population, total",SP.POP.TOTL,5159057,5239273,5338620,5456623,5578257,5704686,5837295,5977318,6125863,6283462,6449793,6624408,6806872,6996660,7193583,7397120,7597962,7796501,8011921,8239641,8512219,8816377,9028678,9215397,9475078,9761730,10060342,10370749,10684968,11002745,11331821,11667180,12006353,12353131,12704903,13058516,13414757,13775214,14144860,14525140,14912631,15309490,15725528,16160340,16610487,17074594,17550407,18049896,18574056,19113974,19668066,20232304,20809529,21402376,22059893,22763414,23454161,24128601,24806383,25506095,26210558,26915758,27632771,28372687
Cameroon,CMR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,-0.365494072590366,1.12404670359109,1.49905060205057,1.28931190798191,-0.235078965206341,2.23836086930811,-12.9990149262665,3.76755010762579,2.27038725833759,0.433470229032736,0.752051370916206,-0.0784165028948109,2.49785376682739,7.70293237323871,8.18407213130715,-7.99324847143026,10.8434696175958,18.7226571361491,3.104612790611,-5.10455591015526,13.043422758453,4.98805869201293,4.70153397148707,4.52904486852626,4.88990022893367,3.60245672331487,-5.07549988153178,-10.5343154495332,-4.654742471761,-8.83238750824871,-6.57350502462501,-5.83737588435096,-10.5166043582515,-0.943945008602924,0.107723326425074,1.4475466909911,1.79214014657076,1.98875448721377,1.77511312312416,1.13442792226186,1.61992408023583,1.71295981541175,2.61581878981131,4.14782057634264,-0.550411134631503,0.995178501621496,1.44056500100977,-0.054684354254718,-0.318334274636157,0.000136421484427274,0.496174364645441,1.723811615485,2.08714719116143,2.56873406379989,2.40123368709621,1.45711722669677,0.647004976201075,1.11514946861584,0.636415290549962,-2.43476031121681,0.631351991581198,1.04502997524601,0.555787081874598
Cameroon,CMR,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4517.61887779618,4220.65297387084,3974.27759501196,3556.31854424592,3522.74885285749,3526.54367510339,3577.59204137871,3641.70750463277,3714.13212604236,3780.06217282191,3822.94425358926,3884.87304812714,3951.41936232132,4054.78133246517,4222.96638689885,4199.72270969362,4241.51744722821,4302.6192630847,4300.26640352464,4286.57718166156,4286.58302947378,4307.85195558527,4382.11120797355,4473.57231896434,4588.4864949903,4698.66677843587,4767.13186148953,4797.97544185544,4851.48003949961,4882.35560028896,4763.48194388066,4793.55628200196,4843.65038202917,4870.57076514365
Cameroon,CMR,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51192848469.4072,49243117963.6864,47716579725.7047,43931668854.7992,44756182468.9157,46051427006.0364,47992527880.2293,50165300201.7225,52535878944.3715,54905932268.9424,57010156987.347,59475425081.572,62138155821.9261,65526644958.2901,70145528271.0204,71708560180.5984,74440357496.4561,77661830226.2754,79873388993.9853,81933524799.2723,84308797938.1703,87157770352.3957,91189670263.5506,95745076833.6667,101221521111.431,106957697125.582,111809078187.605,115768435044.329,120347671976.682,124529825764.752,124853519772.037,129022200845.744,133843481810.674,138191179830.771
Cameroon,CMR,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.4,..,..,..,..,42.1,..,..,..,..,..,42.8,..,..,..,..,..,..,46.6,..,..,..,..,..,..,42.2,..,..
Cameroon,CMR,Total greenhouse gas emissions including LULUCF (Mt CO2e),EN.GHG.ALL.LU.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-46.2297,-46.1454,-47.2841,-46.5853,-46.8256,-46.6493,-47.3484,-46.504,-46.7209,-45.9358,-46.3125,-46.6932,-45.9291,-43.919,-41.6382,-38.605,-38.4061,-39.6573,-39.2993,-38.5976,-37.8268,..,..,..
Canada,CAN,Population growth (annual %),SP.POP.GROW,..,1.99918455690026,1.85988823339904,1.86284592763531,1.88571494336137,1.81016659700882,1.86281377101388,1.79935650480125,1.61340850346382,1.35978347208384,1.39783160033129,2.94819452761436,1.16084656651465,1.22261658426849,1.39602166927373,1.45942491323998,1.31580656558804,1.17025687783266,0.99545694441135,0.989698733234704,1.28959497847156,1.23339725480528,1.18962434077573,0.988487567147771,0.944034716041094,0.91377427539001,0.994040150630969,1.31816778174498,1.29662488995999,1.79419351491939,1.50766067284807,1.24276123131684,1.18367554138942,1.09893087887878,1.09525810706129,1.03476948386834,1.04531178311831,0.993788591465188,0.829909353323744,0.812842623716166,0.931281553452429,1.0861994547665,1.08479328329522,0.899226809998674,0.932186964148048,0.94708626967041,1.01355939144957,0.970654173316653,1.083871149194,1.14470768476526,1.11135202971694,0.97540725097113,1.08374652233653,1.05338098055318,1.00142284689661,0.760300145238936,1.13153974027004,1.19543575451553,1.43322615679352,1.46171259938134,1.08436897113225,0.553902422386893,1.81192255344382,2.93227401162387
Canada,CAN,"Population, total",SP.POP.TOTL,17909356,18271000,18614000,18964000,19325000,19678000,20048000,20412000,20744000,21028000,21324000,21962032,22218463,22491777,22807969,23143275,23449808,23725843,23963203,24201544,24515667,24819915,25116942,25366451,25607053,25842116,26100278,26446601,26791747,27276781,27691138,28037420,28371264,28684764,29000663,29302311,29610218,29905948,30155173,30401286,30685730,31020855,31359199,31642461,31938807,32242732,32571193,32888886,33247298,33630069,34005902,34339221,34713395,35080992,35434066,35704498,36110803,36545075,37072620,37618495,38028638,38239864,38939056,40097761
Canada,CAN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,1.12134622601134,5.44826521000321,3.35406837477801,4.6636159935574,4.40999562798872,4.78936437376049,1.2274915049872,3.32765573327734,3.64801793392651,1.49009107350892,0.996931858743281,4.3018308963632,5.43170376131555,1.92490389522895,0.0741861992443091,4.5051042640163,2.33026525426214,2.70845215705589,2.70369567308366,0.867987041618704,2.14738054437382,-4.31128441088417,1.55343272157337,4.90355420014512,3.78497423193642,1.11138103524735,2.70917398128377,3.06576129258853,0.51757380097321,-1.2964413233353,-3.30030001104947,-0.296709502414004,1.53574572261527,3.35581438100654,1.62528133607556,0.631530864456693,3.24897488207195,3.03423767899854,4.2898365988725,4.16394850028571,0.774519432401604,1.88796484588035,0.895018592714791,2.13581559364609,2.23757658237358,1.602901526748,1.06414485183241,-0.0933427837335614,-4.02008812114738,1.95144747592553,2.13607713967458,0.658841990369126,1.25359012904651,1.8484095174269,-0.112369172949158,-0.0982963525159875,1.80946446279282,1.28092657904244,0.42965758108582,-6.06240642959015,4.70538205187351,1.95567065895641,-1.67686294923784
Canada,CAN,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40410.5422997586,39076.8731677745,38960.9283718395,39559.2691628012,40886.8048063875,41551.3304138234,41813.7398899791,43172.2577962594,44482.2067091879,46390.4206925847,48322.0939192898,48696.3579268381,49615.7280457209,50059.7980366409,51128.9830092552,52273.0331598761,53110.9184064732,53676.0955104566,53625.9927487077,51470.1805843695,52474.5941242375,53595.4919334623,53948.6015392649,54624.8958829197,55634.5876573042,55572.07153128,55517.4462119472,56522.0146718025,57246.0201807438,57491.9820463203,54006.5844302454,56547.8005608561,57653.6893047099,56686.9159498906
Canada,CAN,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1119013903477.45,1095614705291.62,1105370784522.55,1134748299947.43,1185744447336.83,1217550006249.61,1238113953537.58,1291107296697.53,1341368638737.32,1410328447135.59,1482798727041.97,1510602658276.55,1555909489315.64,1584015207042.29,1632998720438.88,1685425399001,1729885973824.49,1765346986168.52,1782919361462.12,1730945724494.81,1784445905278.6,1840427442106.88,1872739114930.11,1916295535469.54,1971359650931.7,1984172916844.44,2004779563222.72,2065601265332.12,2122259952673.05,2162761839149.59,2053796848914.24,2162380202946.26,2244980236442.7,2273018407585.8
Canada,CAN,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,37.2,..,34.9,..,34.1,..,33.7,..,33.5,..,33,32.9,..,33.5,33.2,31.7,31.7,31.2,31,31.4,31.9,31.6,31.7,31.3,31.5,32.8,33.1,33.2,33.1,33.4,33.6,33.6,33.8,33.8,33.6,34.1,33.8,33.9,34,33.6,32.7,33.5,33.8,33.2,33.7,32.7,33.3,32.5,31.7,..,..,..,..
Canada,CAN,Total greenhouse gas emissions including LULUCF (Mt CO2e),EN.GHG.ALL.LU.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,672.3673,654.7364,712.2675,730.756,718.463,745.1353,729.142,752.9174,721.599,653.7562,705.1328,729.7818,713.6955,727.6555,719.8151,754.5132,738.7425,752.3671,784.6938,771.21,704.3241,..,..,..
Cayman Islands,CYM,Population growth (annual %),SP.POP.GROW,..,2.03189796273999,2.0711820808516,2.12953796928463,2.16153100162275,2.10511363026753,2.10356046737023,2.16263796074955,2.04667731758503,1.9269567233654,3.40425484575815,5.3771916365818,5.82791087880391,5.57122819899489,5.29240591597302,5.01182868131912,4.71725442061704,4.40546219778461,4.03531656699531,3.8910077043861,4.35605810846052,4.72303648133415,4.61137489660239,4.4233767797207,4.27509421701943,4.16547365766936,4.01239456510089,3.87059581315029,3.73469738956829,3.78130045928398,4.42349945118073,4.86088220725656,4.74738163029526,4.62563473725116,4.48809994059442,4.34111378801683,4.18683881903638,4.01856441263758,3.80643482541395,3.62244749852824,3.56640069722567,3.50443844716451,3.40929876733717,3.28550743410603,3.17657692300086,3.11724827664581,3.03959413986438,2.97206282837332,2.90387130778235,2.827622397931,2.77574348652733,2.74754077100958,2.71432817487524,2.6238432105591,2.53348566839008,2.43357767472909,2.33773131582921,2.24869427399836,2.15526905432315,2.08009420729087,1.9954930548265,2.05206347593734,2.09324575309515,2.00104859136332
Cayman Islands,CYM,"Population, total",SP.POP.TOTL,8428,8601,8781,8970,9166,9361,9560,9769,9971,10165,10517,11098,11764,12438,13114,13788,14454,15105,15727,16351,17079,17905,18750,19598,20454,21324,22197,23073,23951,24874,25999,27294,28621,29976,31352,32743,34143,35543,36922,38284,39674,41089,42514,43934,45352,46788,48232,49687,51151,52618,54099,55606,57136,58655,60160,61642,63100,64535,65941,67327,68684,70108,71591,73038
Cayman Islands,CYM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.141681726123494,-3.20928610347219,-9.78775091467642,-5.37886645271013,-1.57276020805743,-1.48099828738833,-1.34351961199967,0.0864584263895267,0.360803236980843,0.85449283996779,0.889645893903833,2.04407129171315,1.77641822923059,-6.83262842880404,2.77415090691775,2.9780272878493,2.29214328757428
Cayman Islands,CYM,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92169.884857511,92300.4727413432,89338.2864962161,80594.0775425264,76259.0297427203,75059.6580678761,73948.0258173713,72954.5195878284,73017.594917444,73281.0447634718,73907.2260440292,74564.7386458281,76088.8950622285,77440.552064534,72149.3268887498,74150.8580949692,76359.0908832118,78109.3506593441
Cayman Islands,CYM,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4445537886.44747,4586133589.09912,4569742692.56795,4240699172.13266,4125537250.05143,4173767346.52232,4225094403.10133,4279147346.42407,4392738510.23343,4517190161.30993,4663545963.37824,4812035408.50852,5017377829.29841,5213840048.84888,4955504368.02689,5198568359.3221,5466623675.42002,5704950753.45717
Cayman Islands,CYM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Total greenhouse gas emissions including LULUCF (Mt CO2e),EN.GHG.ALL.LU.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Population growth (annual %),SP.POP.GROW,..,1.87580094287151,1.91486981829662,1.95728780254881,2.00520301270958,2.05907199834094,2.11960929299757,2.18452497855469,2.25229566260353,2.28846097699812,2.21699985501069,2.07346265336313,1.95691133776892,1.91575636793517,1.92783122677979,1.94531683296425,1.48636017998042,1.03205493589366,1.0493314426646,1.07152881773075,1.09722869674794,1.1307629587486,1.16223915103428,1.19031514573574,1.22253559405354,1.25049457732926,1.27317060765072,1.31603945108177,1.66487223139615,2.54673013168479,3.10993470955643,3.12894145604828,3.17660886218298,3.18551160699761,3.12114580888137,2.7279293178596,2.59191336397251,2.74815236149256,2.7130114137794,2.73513141405881,2.74955419856204,2.2204466205594,2.18516803355959,2.39269152862068,2.16355960798951,2.2634335589763,2.04865266623958,1.92738176317224,2.1330142206447,-0.65882495965577,-0.799202484181735,1.59035970102042,0.998867377606297,0.682377856508138,-0.415235398986532,0.132677645471712,1.80553237158984,1.67978155291511,1.76068487647458,1.34469255324203,1.64324789708014,1.68608971248183,-0.275432271573156,1.06107453184959
Central African Republic,CAF,"Population, total",SP.POP.TOTL,1702346,1734580,1768115,1803063,1839583,1877854,1918082,1960444,2005100,2051515,2097505,2141450,2183769,2226008,2269338,2313916,2348566,2372930,2397961,2423794,2450535,2478402,2507375,2537399,2568610,2600932,2634258,2669155,2713965,2783970,2871910,2963191,3058831,3157839,3257954,3348052,3435965,3531700,3628827,3729450,3833416,3919487,4006077,4103086,4192826,4288810,4377579,4462770,4558984,4529047,4492995,4565021,4610848,4642419,4623182,4629320,4713663,4793511,4878657,4944703,5026628,5112100,5098039,5152421
Central African Republic,CAF,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,3.0031837642328,-5.54001494435076,-2.63156435254359,0.0537927960757401,-1.10975097625821,-1.46604280307963,2.41472208599004,-0.854278962128973,4.66862388144997,0.0891249899070345,-0.94510488147084,-1.93873848907192,-0.0444254830098316,4.30863076950688,-1.52933268765479,3.87700094616103,2.74040696827412,0.152767707165395,-3.50467253706556,-5.52099764656569,-2.6514936510095,6.47111564181645,-9.21361481564811,8.15142186918453,2.63570726856844,2.26761415846777,-6.18183220833238,0.0308390935576313,-0.58702401433186,-5.14384284646127,-3.61601860351969,-9.3499022024904,-2.81054491449957,1.67643599170786,4.3152308340197,-6.45635774727835,2.44553463232529,1.89780136644271,0.804779828695573,-5.13401462675454,2.17071826482889,1.37690566221247,-7.63416642788093,3.72625182811642,-1.35012540536219,2.64652651726671,2.61065388109087,-0.0996463174017777,9.30502220176477,5.47038096593693,2.55065326927321,4.00963689358869,-36.8245466038613,0.497506544343594,4.19878078824811,2.87598768927953,2.7861131027974,1.9780319759616,1.72290159793216,-0.744488614542561,-0.705468755505223,0.779306817487921,-0.19439874260992
Central African Republic,CAF,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1481.25255094258,1427.69018313539,1294.20254725767,1257.8284033824,1278.91509145063,1334.10322981784,1247.9687525828,1278.48826062781,1302.75142830782,1313.23570902088,1245.81399563599,1272.85710758505,1290.38314917126,1191.8731520062,1236.28534712166,1219.5939445674,1251.87082171335,1284.55283590666,1283.2728263106,1402.68164770801,1479.41367757692,1517.14839091011,1577.98053252253,996.896355923912,1001.85598053496,1043.92171697157,1073.94477703739,1103.86609318724,1125.70091748228,1145.09563657752,1136.57052993758,1128.55237996459,1137.34726560057,1135.13627681714
Central African Republic,CAF,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4254024013.57752,4230518701.45514,3958746871.83074,3972019587.50868,4166646537.85194,4466646986.79807,4287976954.96817,4515236990.05924,4727459557.33197,4897646915.00793,4775723303.89492,4988946886.03721,5169374255.08257,4890358043.7725,5183529346.83071,5230606705.4001,5480163419.84512,5732663859.49915,5850420282.78479,6352811108.50702,6646998256.28472,6925814264.62087,7275828382.42044,4628010583.77193,4631762535.80156,4832647682.81084,5062213759.5644,5291394260.22005,5491908660.98135,5662157829.47177,5713117249.75906,5769272621.61696,5798240716.57507,5848699990.53442
Central African Republic,CAF,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.2,..,..,..,..,..,..,..,..,..,..,..,..,43,..,..
Central African Republic,CAF,Total greenhouse gas emissions including LULUCF (Mt CO2e),EN.GHG.ALL.LU.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-219.8258,-219.397,-220.3944,-219.2569,-219.9037,-219.1633,-219.1096,-218.1102,-218.0842,-218.7199,-218.0913,-217.1797,-217.4554,-217.5295,-217.6114,-217.2146,-216.4618,-216.9824,-216.6935,-216.8795,-216.4736,..,..,..
Chad,TCD,Population growth (annual %),SP.POP.GROW,..,2.01601008682063,2.02473857435913,2.03566507226671,2.03336559914203,1.99779187226255,1.95697504351163,1.94580790312177,1.9676528240493,2.01635084091658,2.07937058008427,2.10987205265138,2.23203191563616,2.35205935225256,2.29285744116595,2.15585403342245,1.99716064788319,1.87283435279686,1.82319356848302,2.10887339886022,0.223238801047376,0.121862541933437,4.6992902807204,4.95381346913092,1.31712177408269,1.00823086553233,2.99229715476877,3.50364920335052,3.38597976291247,3.39011606063469,2.76650764072333,3.65701555224212,4.2431121638925,2.35805086936322,2.30098346349967,4.40674928139961,4.429169919678,3.45193185234224,3.44028362441506,3.51320614922956,3.45886279310456,3.3732389780589,3.48319249588089,3.9958067889148,4.4546309402426,4.03110110056051,3.59763738193098,3.44475544445336,3.49922011538019,3.57296976276489,3.46077094768596,3.53020185416521,3.51265481153462,3.5694788341769,3.56998697827762,3.18336105662872,3.13868697646131,3.30639583736028,3.35956028710956,3.21991132048391,3.18197036099619,3.44423869357111,3.45668911084691,4.57399213394625
Chad,TCD,"Population, total",SP.POP.TOTL,3049838,3111947,3175598,3240905,3307479,3374220,3440903,3508512,3578231,3651113,3727828,3807316,3893252,3985909,4078356,4167234,4251297,4331667,4411366,4505384,4515453,4520959,4738483,4979130,5045145,5096269,5251069,5438309,5625602,5819586,5982833,6205676,6474656,6629146,6783450,7089064,7410108,7670366,7938840,8222705,8512093,8804124,9116192,9487833,9920036,10328092,10706424,11081660,11476296,11893754,12312575,12754997,13210998,13691079,14188678,14647621,15114655,15622759,16156531,16685223,17224679,17828273,18455316,19319064
Chad,TCD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,-0.625977318575693,3.24830071213886,-3.58230894512079,-4.47323073421715,-1.38373144830838,-3.71002242461608,-1.17458183471335,-2.39673120038236,4.74778993786002,-0.236514145934919,-4.28847107115783,-1.08306584014747,-10.5106738595123,2.58260751768952,6.68531638180343,0.944475621720045,0.337757707890447,-2.26782337134802,-23.0804489104338,-6.25717486646165,0.919859630474292,0.510585365649447,10.0878341510118,0.713603679143574,20.5709907410675,-6.90931230128325,-5.74954425120654,11.6376083255952,1.38861691573122,-6.79304926645929,4.6376898018997,3.51468324179898,-17.6741907153314,7.63158984118164,-3.12782188685453,-2.21398378146701,2.06853854379159,3.33471416669195,-4.1114862589734,-4.24950215726383,7.95445706851396,4.7773087881785,10.2279881024888,27.8073148152987,12.6968038843229,-2.90833711408465,-0.22537583652813,-0.490986844348427,0.559766293421376,9.6876133788963,-3.38862168227048,5.12430106694784,1.9936052231327,3.15098703024464,-0.452267361321589,-9.15217647395508,-6.14382573022546,-1.00814832019365,-0.0243331892137917,-4.68177486554433,-4.51520294952013,-0.688568407747965,-0.532949668761347
Chad,TCD,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1237.94231691754,1295.35424150263,1340.88183995065,1103.89182629053,1188.13632276335,1150.97353481429,1125.49116742452,1148.77238602967,1187.08066152965,1138.27400324792,1089.90302492433,1176.59889313037,1232.8086554535,1358.90017805974,1736.77382859846,1957.28859552986,1900.36404487631,1896.08108351309,1886.77157483487,1897.33308614465,2081.13938004022,2010.61743976991,2113.64753068828,2155.7853182587,2223.71383403694,2213.6567021564,2011.05893424751,1887.50297799522,1868.47414842895,1868.01948907901,1780.56302215584,1700.16698806139,1688.46017530264,1679.4615323912
Chad,TCD,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7406402145.75072,8038548727.99106,8681748650.32753,7317860084.68655,8059663338.64905,8159325050.60473,8340011103.66181,8811504651.54086,9424043438.97802,9359691337.87673,9277355909.13722,10358922553.3825,11238520402.376,12893017953.101,17228858903.5546,20215056685.1831,20346103218.8008,21011725899.9237,21653149077.1911,22566412982.6652,25624184702.1987,25645419412.4129,27923393300.6278,29515027099.3199,31551559555.2956,32424804397.2969,30396461975.8189,29488004137.0016,30188060501.791,31168321743.6293,30669626495.9041,30311041208.7462,31161066088.6256,32445624829.8036
Chad,TCD,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.8,..,..,..,..,..,..,..,43.3,..,..,..,..,..,..,37.5,..,..,..,37.4,..
Chad,TCD,Total greenhouse gas emissions including LULUCF (Mt CO2e),EN.GHG.ALL.LU.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.5288,22.8084,24.331,26.4689,29.7271,31.6559,33.2924,35.1637,36.9502,39.0565,41.6231,44.4506,48.1632,51.4558,54.941,60.4162,64.2697,68.654,73.1855,77.2879,81.3267,..,..,..
